Date,VIX,DXY,US10Y_US02Y_DIFF
2000-02-18,104.62999725341797,5.570000171661377,-19.517000198364258
2000-02-21,104.58000183105469,,
2000-02-22,103.27999877929688,5.599999904632568,-19.518000602722168
2000-02-23,103.52999877929688,5.639999866485596,-17.46299934387207
2000-02-24,104.01000213623047,5.639999866485596,-18.03399896621704
2000-02-25,105.26000213623047,5.619999885559082,-18.85900068283081
2000-02-28,105.2699966430664,5.659999847412109,-18.266000270843506
2000-02-29,105.91999816894531,5.639999866485596,-16.96100091934204
2000-03-01,104.88999938964844,5.599999904632568,-15.260999202728271
2000-03-02,105.6500015258789,5.590000152587891,-14.663999557495117
2000-03-03,106.0,5.630000114440918,-12.838999271392822
2000-03-06,106.16000366210938,5.650000095367432,-15.091000080108643
2000-03-07,106.08999633789062,5.650000095367432,-17.92699956893921
2000-03-08,105.93000030517578,5.670000076293945,-17.44499969482422
2000-03-09,105.37000274658203,5.659999847412109,-15.868999004364014
2000-03-10,105.70999908447266,5.679999828338623,-14.852999687194824
2000-03-13,105.5,5.710000038146973,-16.48800039291382
2000-03-14,105.30000305175781,5.710000038146973,-18.111999988555908
2000-03-15,105.37999725341797,5.690000057220459,-16.064000129699707
2000-03-16,105.18000030517578,5.699999809265137,-14.532000541687012
2000-03-17,105.19999694824219,5.699999809265137,-16.182000637054443
2000-03-20,105.1500015258789,5.730000019073486,-16.78899908065796
2000-03-21,105.80999755859375,5.739999771118164,-15.563000679016113
2000-03-22,106.04000091552734,5.739999771118164,-15.369999885559082
2000-03-23,105.2300033569336,5.730000019073486,-16.19000005722046
2000-03-24,104.7699966430664,5.71999979019165,-17.13599967956543
2000-03-27,105.44999694824219,5.679999828338623,-18.33500051498413
2000-03-28,105.52999877929688,5.710000038146973,-18.690000534057617
2000-03-29,106.25,5.71999979019165,-17.951000213623047
2000-03-30,105.47000122070312,5.710000038146973,-19.404999256134033
2000-03-31,105.44000244140625,5.71999979019165,-18.087000846862793
2000-04-03,105.54000091552734,5.690000057220459,-18.04400062561035
2000-04-04,105.16999816894531,5.670000076293945,-21.279000759124756
2000-04-05,105.29000091552734,5.699999809265137,-22.527999877929688
2000-04-06,105.5199966430664,5.710000038146973,-21.234999656677246
2000-04-07,105.97000122070312,5.710000038146973,-18.54099941253662
2000-04-10,105.68000030517578,5.690000057220459,-20.197999954223633
2000-04-11,105.94000244140625,5.670000076293945,-21.373000144958496
2000-04-12,105.95999908447266,5.670000076293945,-23.01199960708618
2000-04-13,106.13999938964844,5.639999866485596,-23.485999584197998
2000-04-14,105.75,5.639999866485596,-27.60500144958496
2000-04-17,106.12999725341797,5.639999866485596,-22.958000659942627
2000-04-18,106.62999725341797,5.639999866485596,-20.0740008354187
2000-04-19,107.12999725341797,5.639999866485596,-21.045000553131104
2000-04-20,107.44999694824219,5.619999885559082,-19.862000465393066
2000-04-24,107.27999877929688,5.599999904632568,-21.38300085067749
2000-04-25,108.69000244140625,5.630000114440918,-19.122999668121338
2000-04-26,108.55000305175781,5.590000152587891,-20.839999198913574
2000-04-27,109.56999969482422,5.579999923706055,-19.955000400543213
2000-04-28,110.13999938964844,5.650000095367432,-19.986000537872314
2000-05-01,109.62999725341797,5.670000076293945,-19.624999046325684
2000-05-02,110.26000213623047,5.739999771118164,-22.188000202178955
2000-05-03,111.26000213623047,5.739999771118164,-25.226999282836914
2000-05-04,111.80000305175781,5.71999979019165,-24.324000358581543
2000-05-05,111.30999755859375,5.789999961853027,-21.023000717163086
2000-05-08,111.44999694824219,5.889999866485596,-21.640000820159912
2000-05-09,110.75,5.960000038146973,-22.4060001373291
2000-05-10,110.80000305175781,5.929999828338623,-23.433001041412354
2000-05-11,111.5199966430664,5.909999847412109,-21.353000164031982
2000-05-12,109.9000015258789,5.960000038146973,-19.55199909210205
2000-05-15,110.55999755859375,5.929999828338623,-18.401000499725342
2000-05-16,111.30999755859375,6.010000228881836,-17.938000202178955
2000-05-17,112.0999984741211,5.909999847412109,-17.5169997215271
2000-05-18,112.20999908447266,5.730000019073486,-17.41399908065796
2000-05-19,111.47000122070312,5.699999809265137,-18.92900037765503
2000-05-22,111.05999755859375,5.699999809265137,-19.579999923706055
2000-05-23,111.13999938964844,5.78000020980835,-19.42400074005127
2000-05-24,111.22000122070312,5.739999771118164,-17.860999584197998
2000-05-25,110.75,5.659999847412109,-18.20799970626831
2000-05-26,109.12000274658203,5.650000095367432,-18.149999141693115
2000-05-30,108.93000030517578,5.599999904632568,-17.253000736236572
2000-05-31,108.73999786376953,5.489999771118164,-17.364999771118164
2000-06-01,109.05000305175781,5.559999942779541,-16.165000438690186
2000-06-02,108.12000274658203,5.699999809265137,-15.331999778747559
2000-06-05,107.45999908447266,5.710000038146973,-16.608999252319336
2000-06-06,106.58999633789062,5.820000171661377,-16.922999382019043
2000-06-07,106.18000030517578,5.75,-16.365999698638916
2000-06-08,106.70999908447266,5.75,-16.665000438690186
2000-06-09,106.98999786376953,5.75,-16.026999473571777
2000-06-12,106.97000122070312,5.670000076293945,-16.244999885559082
2000-06-13,106.4000015258789,5.71999979019165,-15.569000244140625
2000-06-14,106.45999908447266,5.659999847412109,-15.438999652862549
2000-06-15,106.87999725341797,5.650000095367432,-14.64300012588501
2000-06-16,105.95999908447266,5.639999866485596,-14.531000137329102
2000-06-19,106.33000183105469,5.639999866485596,-14.639999389648438
2000-06-20,106.33000183105469,5.619999885559082,-14.864999294281006
2000-06-21,107.43000030517578,5.639999866485596,-14.514000415802002
2000-06-22,107.70999908447266,5.659999847412109,-15.88700008392334
2000-06-23,108.01000213623047,5.690000057220459,-16.163000106811523
2000-06-26,108.11000061035156,5.650000095367432,-16.355000972747803
2000-06-27,107.36000061035156,5.650000095367432,-15.721999168395996
2000-06-28,107.5999984741211,5.639999866485596,-14.18600082397461
2000-06-29,106.83999633789062,5.670000076293945,-13.669000625610352
2000-06-30,106.83999633789062,5.699999809265137,-13.522000789642334
2000-07-03,107.05999755859375,5.869999885559082,-13.849999904632568
2000-07-04,107.29000091552734,,
2000-07-05,107.12000274658203,5.809999942779541,-15.184000015258789
2000-07-06,107.37000274658203,5.840000152587891,-14.909000396728516
2000-07-07,107.6500015258789,5.849999904632568,-13.222999095916748
2000-07-10,107.01000213623047,5.880000114440918,-14.303999900817871
2000-07-11,107.13999938964844,5.920000076293945,-14.062000751495361
2000-07-12,108.12000274658203,5.989999771118164,-13.953000545501709
2000-07-13,108.54000091552734,5.980000019073486,-14.038000583648682
2000-07-14,108.44999694824219,5.96999979019165,-13.22599983215332
2000-07-17,108.69999694824219,5.960000038146973,-13.304000854492188
2000-07-18,109.37999725341797,5.96999979019165,-13.609000205993652
2000-07-19,109.58999633789062,5.980000019073486,-13.499999523162842
2000-07-20,108.61000061035156,6.0,-12.927000522613525
2000-07-21,108.41999816894531,5.940000057220459,-12.940000534057617
2000-07-24,108.69000244140625,5.96999979019165,-13.894999980926514
2000-07-25,108.37999725341797,6.010000228881836,-13.368999481201172
2000-07-26,108.11000061035156,5.989999771118164,-13.64900016784668
2000-07-27,108.88999938964844,6.019999980926514,-13.600000381469727
2000-07-28,109.73999786376953,6.0,-14.815000057220459
2000-07-31,109.56999969482422,6.019999980926514,-14.710999965667725
2000-08-01,110.05000305175781,6.059999942779541,-14.558999061584473
2000-08-02,110.66999816894531,6.050000190734863,-14.031000137329102
2000-08-03,110.9800033569336,6.039999961853027,-14.046000003814697
2000-08-04,110.8499984741211,6.039999961853027,-12.719000816345215
2000-08-07,110.80000305175781,6.039999961853027,-13.082000732421875
2000-08-08,111.31999969482422,6.070000171661377,-12.876000881195068
2000-08-09,111.44000244140625,6.050000190734863,-13.271000385284424
2000-08-10,110.9000015258789,6.059999942779541,-13.440000534057617
2000-08-11,111.20999908447266,6.090000152587891,-12.762999057769775
2000-08-14,111.08000183105469,6.079999923706055,-12.108999252319336
2000-08-15,110.51000213623047,6.079999923706055,-12.179999351501465
2000-08-16,110.26000213623047,6.079999923706055,-12.203000545501709
2000-08-17,110.11000061035156,6.070000171661377,-11.675999641418457
2000-08-18,111.01000213623047,6.070000171661377,-11.2839994430542
2000-08-21,111.45999908447266,6.079999923706055,-11.579000473022461
2000-08-22,111.79000091552734,6.079999923706055,-11.707999229431152
2000-08-23,111.41999816894531,6.090000152587891,-11.654999256134033
2000-08-24,111.2300033569336,6.090000152587891,-11.324000835418701
2000-08-25,111.3499984741211,6.110000133514404,-10.809000492095947
2000-08-28,111.45999908447266,6.130000114440918,-10.774001121520996
2000-08-29,112.19999694824219,6.119999885559082,-11.0819993019104
2000-08-30,112.13999938964844,6.119999885559082,-11.890000343322754
2000-08-31,112.5999984741211,6.110000133514404,-11.111000061035156
2000-09-01,111.41999816894531,6.079999923706055,-11.855000495910645
2000-09-05,112.41000366210938,6.059999942779541,-14.136999607086182
2000-09-06,114.12000274658203,6.010000228881836,-15.078001022338867
2000-09-07,113.6500015258789,6.0,-13.671000003814697
2000-09-08,114.33999633789062,5.960000038146973,-12.73599910736084
2000-09-11,115.37000274658203,5.940000057220459,-12.6419997215271
2000-09-12,115.16999816894531,5.909999847412109,-12.820000171661377
2000-09-13,115.33999633789062,5.909999847412109,-12.591999530792236
2000-09-14,115.16000366210938,5.949999809265137,-12.486000061035156
2000-09-15,115.94000244140625,5.960000038146973,-12.687000274658203
2000-09-18,116.0,5.949999809265137,-14.379000186920166
2000-09-19,116.11000061035156,5.96999979019165,-13.690001010894775
2000-09-20,116.41000366210938,5.96999979019165,-14.038000106811523
2000-09-21,115.2699966430664,5.960000038146973,-14.309000492095947
2000-09-22,113.55999755859375,5.96999979019165,-14.910999774932861
2000-09-25,114.05999755859375,5.980000019073486,-15.57699966430664
2000-09-26,113.16000366210938,5.980000019073486,-16.08099937438965
2000-09-27,113.11000061035156,6.010000228881836,-15.849999904632568
2000-09-28,113.30999755859375,6.050000190734863,-13.657999515533447
2000-09-29,113.25,6.03000020980835,-14.791999816894531
2000-10-02,113.79000091552734,6.010000228881836,-15.409999370574951
2000-10-03,114.22000122070312,6.050000190734863,-15.9830002784729
2000-10-04,114.16999816894531,6.039999961853027,-15.648000717163086
2000-10-05,114.73999786376953,6.050000190734863,-15.176000595092773
2000-10-06,114.8499984741211,6.050000190734863,-16.893999099731445
2000-10-09,114.80999755859375,6.050000190734863,-18.20400047302246
2000-10-10,114.36000061035156,6.039999961853027,-19.065000534057617
2000-10-11,114.48999786376953,6.039999961853027,-20.799999713897705
2000-10-12,114.88999938964844,6.0,-24.795000076293945
2000-10-13,115.86000061035156,6.0,-21.885000228881836
2000-10-16,116.38999938964844,6.039999961853027,-21.05000114440918
2000-10-17,115.88999938964844,6.090000152587891,-22.175000190734863
2000-10-18,117.33000183105469,6.119999885559082,-23.06299924850464
2000-10-19,116.94000244140625,6.119999885559082,-19.438000202178955
2000-10-20,117.16000366210938,6.119999885559082,-18.603999614715576
2000-10-23,117.54000091552734,6.150000095367432,-19.10800075531006
2000-10-24,117.41999816894531,6.159999847412109,-18.65700054168701
2000-10-25,118.48999786376953,6.179999828338623,-20.96399974822998
2000-10-26,118.5,6.159999847412109,-22.947000980377197
2000-10-27,117.38999938964844,6.150000095367432,-20.758999347686768
2000-10-30,117.25,6.179999828338623,-19.731998920440674
2000-10-31,116.6500015258789,6.150000095367432,-17.87299919128418
2000-11-01,115.55999755859375,6.170000076293945,-18.54400062561035
2000-11-02,115.61000061035156,6.170000076293945,-18.18000030517578
2000-11-03,114.97000122070312,6.190000057220459,-17.866000175476074
2000-11-06,115.69000244140625,6.21999979019165,-18.665000438690186
2000-11-07,115.5199966430664,6.21999979019165,-19.050999641418457
2000-11-08,116.2300033569336,6.210000038146973,-19.80999994277954
2000-11-09,115.33999633789062,6.179999828338623,-21.392000675201416
2000-11-10,115.79000091552734,6.170000076293945,-22.735000610351562
2000-11-13,115.69999694824219,6.170000076293945,-23.298999309539795
2000-11-14,116.22000122070312,6.150000095367432,-21.065999507904053
2000-11-15,116.3499984741211,6.170000076293945,-20.45199966430664
2000-11-16,116.93000030517578,6.150000095367432,-19.380999088287354
2000-11-17,117.30999755859375,6.150000095367432,-19.115999698638916
2000-11-20,117.3499984741211,6.159999847412109,-21.766000270843506
2000-11-21,117.94999694824219,6.170000076293945,-20.96000099182129
2000-11-22,117.8499984741211,6.170000076293945,-22.11699914932251
2000-11-23,118.08999633789062,,
2000-11-24,118.4800033569336,6.170000076293945,-20.377999782562256
2000-11-27,117.0999984741211,6.130000114440918,-21.30400037765503
2000-11-28,116.58000183105469,6.099999904632568,-22.0509991645813
2000-11-29,116.61000061035156,6.050000190734863,-21.946999549865723
2000-11-30,115.23999786376953,6.010000228881836,-24.210999488830566
2000-12-01,114.7300033569336,6.039999961853027,-21.966999530792236
2000-12-04,113.70999908447266,5.980000019073486,-22.25800085067749
2000-12-05,114.47000122070312,5.900000095367432,-19.55999994277954
2000-12-06,113.30999755859375,5.900000095367432,-19.750999927520752
2000-12-07,113.54000091552734,5.920000076293945,-20.041000366210938
2000-12-08,114.05000305175781,5.900000095367432,-17.06599998474121
2000-12-11,114.29000091552734,5.889999866485596,-18.15000009536743
2000-12-12,114.26000213623047,5.889999866485596,-19.536999225616455
2000-12-13,114.70999908447266,5.429999828338623,-18.351999282836914
2000-12-14,113.37999725341797,5.869999885559082,-19.647000789642334
2000-12-15,112.9000015258789,5.829999923706055,-21.37399911880493
2000-12-18,113.06999969482422,5.78000020980835,-22.54400062561035
2000-12-19,113.20999908447266,5.75,-21.986000061035156
2000-12-20,111.97000122070312,5.670000076293945,-26.664999961853027
2000-12-21,111.51000213623047,5.21999979019165,-24.63700008392334
2000-12-22,110.81999969482422,5.119999885559082,-22.547999382019043
2000-12-26,110.30999755859375,5.590000152587891,-23.70799970626831
2000-12-27,110.31999969482422,5.599999904632568,-23.053999423980713
2000-12-28,110.37999725341797,5.699999809265137,-21.455999851226807
2000-12-29,109.55999755859375,5.730000019073486,-21.740000247955322
2001-01-02,108.7699966430664,5.679999828338623,-25.072999954223633
2001-01-03,110.16999816894531,5.53000020980835,-21.503000259399414
2001-01-04,108.80999755859375,5.239999771118164,-21.9569993019104
2001-01-05,108.41999816894531,4.96999979019165,-23.722000122070312
2001-01-08,108.86000061035156,5.050000190734863,-24.943000316619873
2001-01-09,109.5199966430664,5.090000152587891,-23.025999546051025
2001-01-10,109.86000061035156,5.139999866485596,-21.715999126434326
2001-01-11,109.01000213623047,5.159999847412109,-20.67400074005127
2001-01-12,109.36000061035156,5.130000114440918,-19.329999446868896
2001-01-15,109.97000122070312,,
2001-01-16,110.11000061035156,5.210000038146973,-20.046000480651855
2001-01-17,110.80999755859375,5.21999979019165,-19.77400016784668
2001-01-18,109.94000244140625,5.139999866485596,-18.275001049041748
2001-01-19,110.66000366210938,5.090000152587891,-18.06599998474121
2001-01-22,110.23999786376953,5.099999904632568,-18.02899980545044
2001-01-23,110.23999786376953,5.090000152587891,-16.29599952697754
2001-01-24,111.68000030517578,5.130000114440918,-16.72700071334839
2001-01-25,111.61000061035156,5.119999885559082,-17.369999408721924
2001-01-26,111.45999908447266,5.03000020980835,-17.316999912261963
2001-01-29,111.7699966430664,4.980000019073486,-17.315000534057617
2001-01-30,110.9800033569336,4.880000114440918,-17.357999801635742
2001-01-31,110.5199966430664,4.840000152587891,-16.8410005569458
2001-02-01,109.66000366210938,4.849999904632568,-16.598999977111816
2001-02-02,110.31999969482422,4.920000076293945,-16.81200075149536
2001-02-05,109.88999938964844,4.949999809265137,-17.04400062561035
2001-02-06,110.7699966430664,4.929999828338623,-16.78499937057495
2001-02-07,110.88999938964844,4.929999828338623,-16.491000175476074
2001-02-08,112.05999755859375,4.940000057220459,-16.36099910736084
2001-02-09,111.5199966430664,4.909999847412109,-17.01400089263916
2001-02-12,111.19000244140625,4.920000076293945,-16.872000217437744
2001-02-13,111.95999908447266,4.909999847412109,-16.302000999450684
2001-02-14,112.04000091552734,4.929999828338623,-16.415000438690186
2001-02-15,113.19999694824219,4.940000057220459,-15.092000484466553
2001-02-16,112.26000213623047,4.880000114440918,-17.027000904083252
2001-02-19,111.91999816894531,,
2001-02-20,112.81999969482422,4.909999847412109,-19.593000411987305
2001-02-21,113.12000274658203,4.880000114440918,-20.620999813079834
2001-02-22,113.33999633789062,4.869999885559082,-21.606000423431396
2001-02-23,112.02999877929688,4.75,-22.1299991607666
2001-02-26,112.7699966430664,4.699999809265137,-20.39400053024292
2001-02-27,112.33999633789062,4.679999828338623,-21.533999919891357
2001-02-28,112.01000213623047,4.71999979019165,-23.44200038909912
2001-03-01,111.27999877929688,4.699999809265137,-23.223999977111816
2001-03-02,111.16999816894531,4.710000038146973,-22.487000465393066
2001-03-05,111.54000091552734,4.71999979019165,-22.15700101852417
2001-03-06,111.19999694824219,4.650000095367432,-20.918999195098877
2001-03-07,111.83000183105469,4.559999942779541,-19.201000690460205
2001-03-08,111.48999786376953,4.550000190734863,-19.403000831604004
2001-03-09,111.44000244140625,4.599999904632568,-20.689000606536865
2001-03-12,112.01000213623047,4.539999961853027,-25.400999546051025
2001-03-13,113.11000061035156,4.510000228881836,-22.618999004364014
2001-03-14,113.69999694824219,4.420000076293945,-24.759000778198242
2001-03-15,114.70999908447266,4.380000114440918,-23.75599956512451
2001-03-16,115.31999969482422,4.409999847412109,-25.157999992370605
2001-03-19,115.19999694824219,4.440000057220459,-24.96500062942505
2001-03-20,114.11000061035156,4.380000114440918,-26.168999195098877
2001-03-21,115.52999877929688,4.190000057220459,-27.16200017929077
2001-03-22,116.30000305175781,4.150000095367432,-28.131999969482422
2001-03-23,115.94000244140625,4.170000076293945,-25.6510009765625
2001-03-26,115.20999908447266,4.150000095367432,-24.19300079345703
2001-03-27,115.43000030517578,4.239999771118164,-22.0570011138916
2001-03-28,116.01000213623047,4.230000019073486,-23.608999729156494
2001-03-29,116.5999984741211,4.21999979019165,-24.207000255584717
2001-03-30,117.37000274658203,4.179999828338623,-23.72499942779541
2001-04-02,117.33999633789062,4.150000095367432,-26.238998889923096
2001-04-03,115.62999725341797,4.039999961853027,-29.785001277923584
2001-04-04,115.08000183105469,4.0,-29.146999835968018
2001-04-05,115.47000122070312,3.990000009536743,-24.97700071334839
2001-04-06,114.75,3.8399999141693115,-26.81600046157837
2001-04-09,115.20999908447266,3.8299999237060547,-27.003999710083008
2001-04-10,116.0199966430664,3.8299999237060547,-24.372000694274902
2001-04-11,116.12999725341797,3.9800000190734863,-23.350998878479004
2001-04-12,115.54000091552734,3.9000000953674316,-20.974000930786133
2001-04-16,116.18000030517578,4.03000020980835,-21.054999828338623
2001-04-17,116.45999908447266,4.0,-20.422000408172607
2001-04-18,116.12999725341797,3.799999952316284,-19.011999130249023
2001-04-19,115.0199966430664,3.759999990463257,-18.927000045776367
2001-04-20,114.31999969482422,3.6700000762939453,-20.11699914932251
2001-04-23,114.7699966430664,3.630000114440918,-22.971999645233154
2001-04-24,115.19999694824219,3.690000057220459,-23.30199956893921
2001-04-25,114.9800033569336,3.740000009536743,-22.145999431610107
2001-04-26,114.45999908447266,3.7300000190734863,-20.767999172210693
2001-04-27,115.62000274658203,3.740000009536743,-18.707000255584717
2001-04-30,115.8499984741211,3.8299999237060547,-20.1419997215271
2001-05-01,115.30000305175781,3.809999942779541,-18.91200065612793
2001-05-02,115.16000366210938,3.7899999618530273,-18.94599962234497
2001-05-03,115.37999725341797,3.75,-20.57900047302246
2001-05-04,114.93000030517578,3.640000104904175,-18.72599983215332
2001-05-07,115.31999969482422,3.619999885559082,-19.655000686645508
2001-05-08,116.08000183105469,3.5899999141693115,-19.223000526428223
2001-05-09,116.05000305175781,3.630000114440918,-19.182000160217285
2001-05-10,116.37000274658203,3.619999885559082,-18.728000164031982
2001-05-11,116.83999633789062,3.680000066757202,-18.05600070953369
2001-05-14,117.13999938964844,3.609999895095825,-18.844000339508057
2001-05-15,116.79000091552734,3.5399999618530273,-18.22999906539917
2001-05-16,116.13999938964844,3.4800000190734863,-16.422999382019043
2001-05-17,116.12000274658203,3.4800000190734863,-16.002999305725098
2001-05-18,116.41000366210938,3.509999990463257,-15.83899974822998
2001-05-21,116.5199966430664,3.5399999618530273,-15.374000072479248
2001-05-22,117.69000244140625,3.559999942779541,-15.951000213623047
2001-05-23,118.29000091552734,3.559999942779541,-16.689000129699707
2001-05-24,118.36000061035156,3.5999999046325684,-15.080999851226807
2001-05-25,118.18000030517578,3.569999933242798,-15.115000247955322
2001-05-29,118.22000122070312,3.5999999046325684,-16.632999420166016
2001-05-30,118.22000122070312,3.5899999141693115,-17.25700044631958
2001-05-31,119.06999969482422,3.5399999618530273,-17.226999282836914
2001-06-01,118.88999938964844,3.5399999618530273,-16.236000061035156
2001-06-04,119.19000244140625,3.5899999141693115,-16.055999279022217
2001-06-05,118.69999694824219,3.5299999713897705,-14.318999767303467
2001-06-06,119.36000061035156,3.5299999713897705,-15.124999523162842
2001-06-07,119.08999633789062,3.5199999809265137,-14.375
2001-06-08,119.20999908447266,3.5299999713897705,-14.586999893188477
2001-06-11,120.05000305175781,3.509999990463257,-15.413000583648682
2001-06-12,119.61000061035156,3.4700000286102295,-15.460000991821289
2001-06-13,119.02999877929688,3.4600000381469727,-16.19300079345703
2001-06-14,117.98999786376953,3.440000057220459,-17.905000686645508
2001-06-15,118.29000091552734,3.430000066757202,-17.5819993019104
2001-06-18,118.36000061035156,3.4000000953674316,-17.92899990081787
2001-06-19,119.04000091552734,3.4100000858306885,-17.111999988555908
2001-06-20,119.12999725341797,3.4100000858306885,-16.51099920272827
2001-06-21,118.88999938964844,3.4200000762939453,-14.201999187469482
2001-06-22,118.91000366210938,3.359999895095825,-14.896000385284424
2001-06-25,118.31999969482422,3.359999895095825,-15.538000106811523
2001-06-26,118.06999969482422,3.4100000858306885,-15.976000785827637
2001-06-27,118.37999725341797,3.4100000858306885,-15.64699935913086
2001-06-28,120.01000213623047,3.549999952316284,-14.684000015258789
2001-06-29,119.43000030517578,3.559999942779541,-13.669999599456787
2001-07-02,119.66999816894531,3.559999942779541,-13.42900037765503
2001-07-03,119.5999984741211,3.569999933242798,-13.54200029373169
2001-07-04,119.91000366210938,,
2001-07-05,120.9000015258789,3.559999942779541,-14.67799997329712
2001-07-06,119.9000015258789,3.5199999809265137,-16.255999088287354
2001-07-09,119.88999938964844,3.549999952316284,-17.139999389648438
2001-07-10,119.12999725341797,3.5299999713897705,-17.978000164031982
2001-07-11,118.63999938964844,3.490000009536743,-18.725000381469727
2001-07-12,119.08999633789062,3.509999990463257,-16.860000133514404
2001-07-13,119.33000183105469,3.5199999809265137,-15.905999183654785
2001-07-16,119.30000305175781,3.5399999618530273,-17.734999656677246
2001-07-17,118.9000015258789,3.509999990463257,-17.43100070953369
2001-07-18,117.37999725341797,3.440000057220459,-18.51300048828125
2001-07-19,117.33000183105469,3.450000047683716,-17.4060001373291
2001-07-20,117.20999908447266,3.440000057220459,-17.228000164031982
2001-07-23,117.8499984741211,3.4600000381469727,-18.631999969482422
2001-07-24,117.12000274658203,3.4700000286102295,-20.152999877929688
2001-07-25,116.63999938964844,3.4600000381469727,-18.892000198364258
2001-07-26,116.73999786376953,3.4800000190734863,-17.860000133514404
2001-07-27,116.94000244140625,3.4600000381469727,-16.90399980545044
2001-07-30,117.19999694824219,3.4700000286102295,-17.594000339508057
2001-07-31,117.18000030517578,3.440000057220459,-16.583000659942627
2001-08-01,116.55999755859375,3.430000066757202,-15.493999481201172
2001-08-02,116.27999877929688,3.430000066757202,-14.96500015258789
2001-08-03,116.13999938964844,3.430000066757202,-14.73099946975708
2001-08-06,116.41999816894531,3.430000066757202,-16.713999271392822
2001-08-07,116.83000183105469,3.4200000762939453,-15.838000297546387
2001-08-08,116.54000091552734,3.4000000953674316,-17.265999794006348
2001-08-09,115.25,3.369999885559082,-16.722000122070312
2001-08-10,115.29000091552734,3.3499999046325684,-15.5339994430542
2001-08-13,115.01000213623047,3.3499999046325684,-15.460000038146973
2001-08-14,114.38999938964844,3.3499999046325684,-15.511999607086182
2001-08-15,113.19000244140625,3.3399999141693115,-15.917999744415283
2001-08-16,113.08000183105469,3.309999942779541,-16.60400104522705
2001-08-17,112.98999786376953,3.2899999618530273,-18.999000072479248
2001-08-20,113.4000015258789,3.3399999141693115,-17.974000930786133
2001-08-21,113.29000091552734,3.299999952316284,-19.52399969100952
2001-08-22,113.2699966430664,3.299999952316284,-17.54400062561035
2001-08-23,113.08999633789062,3.309999942779541,-17.353999614715576
2001-08-24,113.33000183105469,3.3299999237060547,-14.797998905181885
2001-08-27,113.38999938964844,3.3499999046325684,-15.627999305725098
2001-08-28,113.43000030517578,3.3299999237060547,-17.151999950408936
2001-08-29,113.54000091552734,3.3299999237060547,-18.253000736236572
2001-08-30,112.83999633789062,3.2799999713897705,-20.628999710083008
2001-08-31,113.41999816894531,3.2799999713897705,-20.104000091552734
2001-09-03,113.66999816894531,,
2001-09-04,115.68000030517578,3.359999895095825,-20.871000289916992
2001-09-05,115.5999984741211,3.319999933242798,-21.383000373840332
2001-09-06,114.97000122070312,3.2699999809265137,-23.754000663757324
2001-09-07,114.05000305175781,3.180000066757202,-26.193999767303467
2001-09-10,114.56999969482422,3.180000066757202,-27.005000114440918
2001-09-17,112.01000213623047,2.609999895095825,-37.14899826049805
2001-09-18,111.91999816894531,2.450000047683716,-34.16499900817871
2001-09-19,111.61000061035156,2.4100000858306885,-35.87900114059448
2001-09-20,111.87000274658203,2.2100000381469727,-39.012001514434814
2001-09-21,113.04000091552734,2.200000047683716,-37.9709997177124
2001-09-24,112.83999633789062,2.319999933242798,-33.05000019073486
2001-09-25,112.27999877929688,2.3399999141693115,-31.11000156402588
